DateTime,PM10 µg/m³,PM2.5 µg/m³,NO µg/m³,NO2 µg/m³,CO mg/m³,O µg/m³,Passive_Cigarette,Over_PM25_Limit,Month
2016-12-26,85.0,70.0,275.7,90.6,2.0,22.7,3.2,1,12
2016-12-27,31.0,13.0,188.3,81.7,1.3,18.2,0.6,0,12
2016-12-28,44.0,29.0,157.4,75.8,1.2,14.8,1.3,1,12
2016-12-29,37.0,22.0,111.1,59.6,1.0,18.1,1.0,0,12
2016-12-30,66.0,51.0,160.8,74.0,1.3,19.9,2.3,1,12
2016-12-31,80.0,65.0,191.5,70.2,1.6,21.8,3.0,1,12
2017-01-01,161.0,139.0,277.7,80.2,2.1,12.5,6.3,1,1
2017-01-02,70.0,56.0,256.6,79.4,1.8,14.6,2.5,1,1
2017-01-03,73.0,58.0,205.5,77.6,1.6,30.1,2.6,1,1
2017-01-04,,39.0,176.4,72.3,1.5,23.5,1.8,1,1
2017-01-05,13.0,4.0,62.9,38.9,0.9,47.9,0.2,0,1
2017-01-06,13.0,10.0,76.1,49.2,1.0,35.6,0.5,0,1
2017-01-07,39.0,27.0,105.1,65.4,1.1,25.5,1.2,1,1
2017-01-08,40.0,16.0,88.0,58.4,1.1,30.1,0.7,0,1
2017-01-09,82.0,63.0,161.2,74.8,1.5,23.1,2.9,1,1
2017-01-10,64.0,45.0,136.7,68.8,1.4,18.8,2.0,1,1
2017-01-11,51.0,32.0,123.8,60.4,1.3,17.7,1.5,1,1
2017-01-12,64.0,51.0,141.5,59.6,1.5,9.1,2.3,1,1
2017-01-13,34.0,29.0,107.6,60.4,1.1,13.3,1.3,1,1
2017-01-14,20.0,7.0,129.0,70.4,0.7,15.6,0.3,0,1
2017-01-15,36.0,25.0,117.6,66.6,0.7,18.5,1.1,1,1
2017-01-16,30.0,17.0,180.7,83.0,0.9,11.4,0.8,0,1
2017-01-17,35.0,18.0,191.0,82.6,0.9,10.7,0.8,0,1
2017-01-18,51.0,34.0,212.2,88.5,1.1,12.9,1.5,1,1
2017-01-19,54.0,39.0,239.3,92.2,1.2,13.6,1.8,1,1
2017-01-20,76.0,55.0,307.4,105.1,1.4,12.7,2.5,1,1
2017-01-21,89.0,71.0,256.0,98.5,1.3,14.7,3.2,1,1
2017-01-22,53.0,51.0,221.5,90.6,1.3,18.7,2.3,1,1
2017-01-23,62.0,42.0,265.3,102.6,1.4,10.7,1.9,1,1
2017-01-24,77.0,53.0,383.2,120.5,1.9,14.2,2.4,1,1
2017-01-25,56.0,38.0,188.5,91.9,1.3,14.6,1.7,1,1
2017-01-26,63.0,48.0,167.9,80.9,1.2,14.3,2.2,1,1
2017-01-27,69.0,51.0,141.7,74.7,1.2,13.5,2.3,1,1
2017-01-28,104.0,81.0,171.9,80.5,1.2,4.0,3.7,1,1
2017-01-29,146.0,119.0,192.8,84.7,1.5,3.7,5.4,1,1
2017-01-30,165.0,159.0,210.3,86.5,1.7,1.5,7.2,1,1
2017-01-31,159.0,,224.4,81.1,1.7,1.2,,0,1
2017-02-01,151.0,132.0,242.3,83.9,1.9,1.2,6.0,1,2
2017-02-02,114.0,85.0,316.5,90.1,2.1,1.3,3.9,1,2
2017-02-03,57.0,42.0,197.0,67.7,1.6,1.0,1.9,1,2
2017-02-04,39.0,31.0,173.3,72.8,1.6,1.0,1.4,1,2
2017-02-05,35.0,29.0,110.5,59.8,1.3,1.9,1.3,1,2
2017-02-06,40.0,35.0,193.0,68.2,1.6,2.3,1.6,1,2
2017-02-07,44.0,30.0,205.1,73.9,1.5,3.6,1.4,1,2
2017-02-08,40.0,27.0,129.3,61.7,1.3,2.8,1.2,1,2
2017-02-09,39.0,21.0,83.3,49.7,1.1,17.1,1.0,0,2
2017-02-10,41.0,30.0,121.8,62.6,1.3,5.4,1.4,1,2
2017-02-11,54.0,43.0,142.4,65.3,1.5,1.3,2.0,1,2
2017-02-12,52.0,44.0,131.2,58.3,1.6,1.1,2.0,1,2
2017-02-13,59.0,46.0,126.0,52.9,1.5,1.8,2.1,1,2
2017-02-14,47.0,35.0,105.6,59.8,1.4,11.0,1.6,1,2
2017-02-15,59.0,49.0,178.4,72.0,1.8,7.3,2.2,1,2
2017-02-16,65.0,31.0,242.3,88.0,2.0,6.4,1.4,1,2
2017-02-17,38.0,28.0,137.6,70.4,1.3,15.9,1.3,1,2
2017-02-18,95.0,71.0,,,,8.8,3.2,1,2
2017-02-19,84.0,62.0,98.8,61.2,0.7,9.3,2.8,1,2
2017-02-20,73.0,54.0,126.9,62.3,0.9,2.4,2.5,1,2
2017-02-21,62.0,47.0,132.4,66.8,1.1,10.8,2.1,1,2
2017-02-22,93.0,,156.2,66.6,1.1,0.8,,0,2
2017-02-23,70.0,59.0,252.9,71.6,1.3,,2.7,1,2
2017-02-24,82.0,68.0,259.3,81.1,1.5,,3.1,1,2
2017-02-25,34.0,21.0,79.8,47.5,0.7,,1.0,0,2
2017-02-26,44.0,33.0,100.1,65.5,0.8,,1.5,1,2
2017-02-27,48.0,34.0,104.9,65.0,0.7,,1.5,1,2
2017-02-28,48.0,37.0,114.1,60.9,0.9,,1.7,1,2
2017-03-01,23.0,14.0,116.4,62.7,0.9,,0.6,0,3
2017-03-02,38.0,22.0,122.2,67.7,1.0,,1.0,0,3
2017-03-03,54.0,37.0,112.1,66.7,0.9,,1.7,1,3
2017-03-04,35.0,25.0,52.4,38.2,0.7,,1.1,1,3
2017-03-05,15.0,8.0,51.7,38.8,0.7,33.8,0.4,0,3
2017-03-06,29.0,20.0,116.9,67.6,1.0,13.1,0.9,0,3
2017-03-07,10.0,6.0,86.9,55.0,1.1,40.4,0.3,0,3
2017-03-08,19.0,9.0,126.1,71.4,1.5,37.0,0.4,0,3
2017-03-09,45.0,16.0,226.1,101.3,2.1,24.9,0.7,0,3
2017-03-10,,,202.9,92.3,,32.1,,0,3
2017-03-11,,,,,,47.8,,0,3
2017-03-12,17.0,10.0,,,,53.6,0.5,0,3
2017-03-13,34.0,16.0,,,,49.3,0.7,0,3
2017-03-14,61.0,39.0,,,,36.3,1.8,1,3
2017-03-15,82.0,56.0,90.9,68.8,,32.6,2.5,1,3
2017-03-16,110.0,77.0,132.2,84.8,,41.1,3.5,1,3
2017-03-17,106.0,79.0,122.6,78.2,0.9,48.1,3.6,1,3
2017-03-18,34.0,20.0,43.6,32.1,0.6,71.9,0.9,0,3
2017-03-19,46.0,28.0,39.6,31.4,0.7,56.8,1.3,1,3
2017-03-20,83.0,60.0,67.1,48.5,1.0,49.8,2.7,1,3
2017-03-21,97.0,69.0,81.4,54.2,1.1,26.8,3.1,1,3
2017-03-22,65.0,45.0,59.9,38.2,1.0,30.4,2.0,1,3
2017-03-23,49.0,36.0,69.9,44.2,1.0,26.0,1.6,1,3
2017-03-24,35.0,20.0,109.7,59.3,1.2,16.1,0.9,0,3
2017-03-25,52.0,44.0,71.2,42.5,1.1,31.8,2.0,1,3
2017-03-26,19.0,19.0,35.2,29.1,0.9,68.3,0.9,0,3
2017-03-27,33.0,21.0,62.3,43.0,1.0,49.6,1.0,0,3
2017-03-28,45.0,28.0,123.7,70.6,1.3,32.6,1.3,1,3
2017-03-29,47.0,25.0,164.4,86.5,1.5,26.8,1.1,1,3
2017-03-30,40.0,26.0,152.0,84.5,1.5,33.0,1.2,1,3
2017-03-31,48.0,34.0,102.3,70.9,1.1,43.2,1.5,1,3
2017-04-01,32.0,21.0,59.6,45.6,0.6,69.7,1.0,0,4
2017-04-02,38.0,30.0,43.7,36.5,0.8,61.9,1.4,1,4
2017-04-03,34.0,21.0,77.7,53.6,1.0,49.1,1.0,0,4
2017-04-04,34.0,23.0,107.9,68.4,1.1,43.1,1.0,0,4
2017-04-05,21.0,16.0,58.2,41.8,0.9,63.7,0.7,0,4
2017-04-06,28.0,17.0,82.9,55.1,1.0,42.4,0.8,0,4
2017-04-07,42.0,27.0,66.3,47.4,1.0,44.5,1.2,1,4
2017-04-08,45.0,31.0,71.7,53.5,1.0,45.8,1.4,1,4
2017-04-09,48.0,31.0,57.4,47.3,1.0,66.7,1.4,1,4
2017-04-10,35.0,26.0,67.0,50.3,1.1,63.3,1.2,1,4
2017-04-11,35.0,23.0,56.7,44.6,1.0,70.2,1.0,0,4
2017-04-12,35.0,21.0,54.8,39.3,1.0,60.9,1.0,0,4
2017-04-13,34.0,17.0,40.8,32.5,0.9,73.2,0.8,0,4
2017-04-14,30.0,18.0,48.6,36.6,0.9,77.2,0.8,0,4
2017-04-15,29.0,18.0,33.2,27.6,0.9,81.4,0.8,0,4
2017-04-16,20.0,11.0,30.5,25.1,0.8,66.9,0.5,0,4
2017-04-17,15.0,12.0,26.4,21.1,0.8,74.2,0.5,0,4
2017-04-18,28.0,13.0,59.2,39.8,0.9,61.7,0.6,0,4
2017-04-19,18.0,9.0,67.9,41.8,0.9,69.3,0.4,0,4
2017-04-20,16.0,7.0,68.9,47.0,0.9,60.6,0.3,0,4
2017-04-21,28.0,17.0,62.2,45.4,0.9,66.1,0.8,0,4
2017-04-22,32.0,18.0,52.6,42.2,0.9,84.3,0.8,0,4
2017-04-23,27.0,12.0,27.6,23.6,0.9,91.0,0.5,0,4
2017-04-24,35.0,16.0,43.9,33.0,1.0,76.4,0.7,0,4
2017-04-25,39.0,23.0,40.4,32.2,0.9,65.4,1.0,0,4
2017-04-26,19.0,13.0,76.9,49.8,1.0,40.4,0.6,0,4
2017-04-27,21.0,15.0,84.2,50.2,1.1,28.8,0.7,0,4
2017-04-28,14.0,9.0,62.3,39.4,1.0,54.0,0.4,0,4
2017-04-29,24.0,17.0,62.7,45.8,0.8,60.9,0.8,0,4
2017-04-30,21.0,15.0,43.1,34.4,0.8,83.2,0.7,0,4
2017-05-01,21.0,16.0,42.8,34.5,0.9,67.7,0.7,0,5
2017-05-02,13.0,11.0,74.4,45.4,1.0,45.6,0.5,0,5
2017-05-03,14.0,9.0,74.4,47.5,1.0,46.2,0.4,0,5
2017-05-04,18.0,11.0,61.9,46.7,1.0,48.6,0.5,0,5
2017-05-05,26.0,20.0,81.2,56.4,1.1,38.7,0.9,0,5
2017-05-06,39.0,22.0,80.3,56.4,1.0,40.5,1.0,0,5
2017-05-07,22.0,17.0,53.8,39.8,1.0,37.8,0.8,0,5
2017-05-08,17.0,7.0,93.2,53.8,1.2,34.1,0.3,0,5
2017-05-09,15.0,7.0,57.9,41.2,1.0,59.7,0.3,0,5
2017-05-10,26.0,14.0,59.4,37.9,1.0,58.0,0.6,0,5
2017-05-11,29.0,17.0,68.5,44.2,1.0,48.0,0.8,0,5
2017-05-12,27.0,14.0,58.6,40.4,1.0,37.4,0.6,0,5
2017-05-13,17.0,11.0,41.7,30.6,0.9,58.9,0.5,0,5
2017-05-14,20.0,14.0,26.4,21.4,0.8,64.1,0.6,0,5
2017-05-15,16.0,4.0,51.8,35.1,0.9,58.5,0.2,0,5
2017-05-16,16.0,8.0,56.5,41.5,0.9,62.1,0.4,0,5
2017-05-17,26.0,13.0,62.0,47.3,0.9,70.9,0.6,0,5
2017-05-18,24.0,11.0,58.4,43.0,0.9,70.2,0.5,0,5
2017-05-19,32.0,16.0,63.4,43.6,0.9,47.9,0.7,0,5
2017-05-20,13.0,6.0,47.5,34.0,0.8,51.5,0.3,0,5
2017-05-21,16.0,7.0,38.9,31.4,0.7,58.0,0.3,0,5
2017-05-22,20.0,12.0,63.9,48.9,0.9,61.7,0.5,0,5
2017-05-23,20.0,7.0,51.2,41.6,0.8,72.1,0.3,0,5
2017-05-24,25.0,13.0,65.9,50.4,0.9,58.6,0.6,0,5
2017-05-25,35.0,17.0,50.9,37.1,0.9,77.5,0.8,0,5
2017-05-26,20.0,6.0,55.8,40.1,0.7,71.3,0.3,0,5
2017-05-27,29.0,12.0,48.3,37.8,0.6,86.4,0.5,0,5
2017-05-28,25.0,13.0,31.1,27.4,0.6,99.8,0.6,0,5
2017-05-29,29.0,12.0,49.7,38.7,0.7,92.1,0.5,0,5
2017-05-30,23.0,10.0,40.1,33.1,0.7,92.8,0.5,0,5
2017-05-31,19.0,8.0,38.5,30.9,0.6,85.7,0.4,0,5
2017-06-01,21.0,9.0,41.5,32.6,0.6,81.0,0.4,0,6
2017-06-02,17.0,7.0,23.9,19.8,0.5,83.0,0.3,0,6
2017-06-03,20.0,13.0,27.3,21.8,0.6,72.0,0.6,0,6
2017-06-04,20.0,11.0,23.5,18.8,0.6,67.7,0.5,0,6
2017-06-05,20.0,10.0,58.2,38.8,0.8,47.9,0.5,0,6
2017-06-06,24.0,12.0,61.7,39.4,0.8,34.3,0.5,0,6
2017-06-07,11.0,3.0,63.3,43.6,0.8,48.5,0.1,0,6
2017-06-08,,8.0,48.8,34.1,0.7,59.4,0.4,0,6
2017-06-09,,,59.0,46.2,0.9,71.2,,0,6
2017-06-10,42.0,23.0,57.4,48.9,0.8,94.2,1.0,0,6
2017-06-11,37.0,25.0,37.9,32.1,0.7,117.4,1.1,1,6
2017-06-12,32.0,18.0,48.5,40.0,0.8,91.2,0.8,0,6
2017-06-13,30.0,14.0,62.3,48.5,0.9,106.7,0.6,0,6
2017-06-14,35.0,14.0,55.7,44.7,0.9,82.7,0.6,0,6
2017-06-15,38.0,23.0,51.5,38.3,0.9,68.6,1.0,0,6
2017-06-16,25.0,14.0,58.6,46.0,1.0,65.8,0.6,0,6
2017-06-17,25.0,11.0,48.2,37.2,0.8,88.0,0.5,0,6
2017-06-18,17.0,5.0,34.0,25.4,0.7,90.4,0.2,0,6
2017-06-19,19.0,7.0,54.4,41.4,0.8,90.4,0.3,0,6
2017-06-20,27.0,12.0,54.6,44.4,0.8,96.7,0.5,0,6
2017-06-21,24.0,6.0,46.2,38.0,0.7,89.7,0.3,0,6
2017-06-22,,,57.2,45.7,0.6,82.7,,0,6
2017-06-23,28.0,15.0,34.7,27.8,0.6,63.0,0.7,0,6
2017-06-24,30.0,23.0,29.9,24.7,0.5,73.0,1.0,0,6
2017-06-25,25.0,8.0,31.9,25.0,0.5,65.1,0.4,0,6
2017-06-26,21.0,,54.6,40.5,0.6,36.5,,0,6
2017-06-27,17.0,8.0,63.1,44.5,0.6,,0.4,0,6
2017-06-28,20.0,11.0,64.4,45.4,0.6,,0.5,0,6
2017-06-29,18.0,8.0,59.6,42.6,0.6,,0.4,0,6
2017-06-30,14.0,4.0,66.3,41.5,0.6,,0.2,0,6
2017-07-01,15.0,4.0,45.2,35.6,0.5,,0.2,0,7
2017-07-02,10.0,3.0,38.9,31.0,0.5,,0.1,0,7
2017-07-03,15.0,4.0,66.4,51.7,0.6,,0.2,0,7
2017-07-04,18.0,6.0,57.6,43.4,0.7,,0.3,0,7
2017-07-05,25.0,9.0,54.9,43.3,0.7,,0.4,0,7
2017-07-06,22.0,7.0,60.0,49.2,0.7,,0.3,0,7
2017-07-07,22.0,8.0,46.0,38.6,0.7,,0.4,0,7
2017-07-08,24.0,9.0,52.1,43.0,0.6,,0.4,0,7
2017-07-09,25.0,8.0,39.3,33.1,0.7,,0.4,0,7
2017-07-10,29.0,11.0,42.8,34.9,0.7,,0.5,0,7
2017-07-11,25.0,8.0,46.4,35.0,0.8,61.9,0.4,0,7
2017-07-12,28.0,10.0,59.3,41.8,0.9,78.4,0.5,0,7
2017-07-13,30.0,12.0,67.8,52.0,0.8,91.5,0.5,0,7
2017-07-14,16.0,5.0,49.7,35.8,0.8,89.0,0.2,0,7
2017-07-15,15.0,4.0,49.6,38.6,0.7,90.4,0.2,0,7
2017-07-16,13.0,4.0,33.7,25.6,0.6,85.3,0.2,0,7
2017-07-17,13.0,5.0,51.9,39.1,0.6,88.4,0.2,0,7
2017-07-18,20.0,6.0,64.1,50.7,0.6,95.5,0.3,0,7
2017-07-19,22.0,7.0,63.3,53.4,0.7,94.7,0.3,0,7
2017-07-20,24.0,7.0,48.9,39.8,0.7,98.6,0.3,0,7
2017-07-21,27.0,12.0,61.3,48.3,0.7,101.8,0.5,0,7
2017-07-22,18.0,7.0,38.4,31.9,0.6,103.2,0.3,0,7
2017-07-23,18.0,8.0,28.1,23.4,0.5,89.0,0.4,0,7
2017-07-24,20.0,7.0,49.8,36.8,0.7,63.7,0.3,0,7
2017-07-25,12.0,4.0,72.0,46.6,0.7,59.1,0.2,0,7
2017-07-26,12.0,2.0,57.1,40.4,0.7,71.1,0.1,0,7
2017-07-27,16.0,5.0,65.5,48.3,0.8,82.5,0.2,0,7
2017-07-28,25.0,8.0,42.1,35.4,0.7,102.5,0.4,0,7
2017-07-29,32.0,,38.7,32.4,0.7,108.6,,0,7
2017-07-30,12.0,,26.4,21.3,0.6,94.6,,0,7
2017-07-31,21.0,,57.7,43.4,0.8,62.4,,0,7
2017-08-01,28.0,,62.0,50.2,0.9,89.7,,0,8
2017-08-02,,,69.3,57.2,0.9,88.0,,0,8
2017-08-03,40.0,23.0,54.5,44.8,0.8,104.6,1.0,0,8
2017-08-04,38.0,19.0,53.3,38.7,0.8,102.1,0.9,0,8
2017-08-05,40.0,23.0,43.6,36.6,0.6,113.5,1.0,0,8
2017-08-06,27.0,18.0,39.2,32.0,0.7,90.4,0.8,0,8
2017-08-07,9.0,4.0,40.4,30.1,0.6,70.7,0.2,0,8
2017-08-08,20.0,12.0,40.7,30.6,0.6,86.5,0.5,0,8
2017-08-09,21.0,14.0,37.9,29.7,0.6,79.6,0.6,0,8
2017-08-10,24.0,14.0,45.0,33.9,0.6,65.5,0.6,0,8
2017-08-11,11.0,6.0,34.3,26.1,0.6,75.0,0.3,0,8
2017-08-12,3.0,2.0,36.3,28.2,0.5,62.2,0.1,0,8
2017-08-13,10.0,6.0,37.2,30.9,0.5,76.5,0.3,0,8
2017-08-14,14.0,7.0,38.3,32.5,0.6,80.0,0.3,0,8
2017-08-15,15.0,7.0,31.1,26.2,0.5,94.2,0.3,0,8
2017-08-16,20.0,11.0,40.0,34.1,0.6,101.7,0.5,0,8
2017-08-17,21.0,8.0,36.1,30.4,0.6,104.0,0.4,0,8
2017-08-18,26.0,15.0,41.7,34.4,0.6,107.1,0.7,0,8
2017-08-19,16.0,9.0,28.3,22.9,0.5,99.4,0.4,0,8
2017-08-20,9.0,4.0,25.9,20.9,0.5,85.7,0.2,0,8
2017-08-21,14.0,5.0,40.7,31.3,0.5,74.8,0.2,0,8
2017-08-22,18.0,9.0,38.9,30.3,0.5,86.9,0.4,0,8
2017-08-23,24.0,12.0,43.0,35.8,0.5,92.8,0.5,0,8
2017-08-24,28.0,13.0,41.2,34.1,0.5,102.7,0.6,0,8
2017-08-25,30.0,15.0,39.9,32.0,0.5,93.8,0.7,0,8
2017-08-26,34.0,,44.9,39.5,0.5,96.9,,0,8
2017-08-27,31.0,18.0,35.0,31.0,0.5,100.5,0.8,0,8
2017-08-28,35.0,19.0,56.4,44.1,0.6,84.0,0.9,0,8
2017-08-29,25.0,11.0,48.3,36.8,0.5,83.4,0.5,0,8
2017-08-30,29.0,15.0,60.1,46.6,0.5,88.1,0.7,0,8
2017-08-31,27.0,14.0,49.6,38.6,0.5,73.7,0.6,0,8
2017-09-01,22.0,12.0,49.5,36.2,0.5,62.9,0.5,0,9
2017-09-02,9.0,3.0,50.5,34.4,0.5,46.9,0.1,0,9
2017-09-03,12.0,7.0,48.7,35.7,0.6,45.3,0.3,0,9
2017-09-04,13.0,7.0,65.4,47.0,0.7,54.8,0.3,0,9
2017-09-05,24.0,13.0,69.0,49.9,0.6,66.8,0.6,0,9
2017-09-06,24.0,13.0,52.0,41.9,0.6,81.4,0.6,0,9
2017-09-07,26.0,15.0,48.5,37.1,0.5,75.2,0.7,0,9
2017-09-08,19.0,8.0,55.3,36.2,0.5,58.3,0.4,0,9
2017-09-09,17.0,13.0,43.7,30.3,0.5,59.3,0.6,0,9
2017-09-10,9.0,8.0,43.0,28.9,0.5,59.8,0.4,0,9
2017-09-11,16.0,10.0,56.0,39.3,0.7,45.2,0.5,0,9
2017-09-12,21.0,14.0,73.6,44.4,0.7,37.5,0.6,0,9
2017-09-13,18.0,9.0,61.5,38.4,0.6,50.3,0.4,0,9
2017-09-14,26.0,12.0,91.2,54.4,0.8,32.5,0.5,0,9
2017-09-15,17.0,13.0,103.8,54.1,0.8,23.2,0.6,0,9
