Day_of_Week,Weekend_Day,Month,Season,PM2.5 µg/m³,Over_PM25_Limit,NO µg/m³,NO2 µg/m³,CO mg/m³,O µg/m³,Mean_Temperature_°C,Humidity_Level_%,Mean_Windspeed_km/h,ATM_Pressure,ATM_Phenom_Fog,ATM_Phenom_Snow,ATM_Phenom_Rain,ATM_Phenom_Sultriness
4,0,5,2,15.0,0,59.7,47.9,0.3,70.3,24.0,60.0,5.0,1015.0,0,0,0,0
5,1,5,2,25.0,1,52.9,44.3,0.3,82.8,24.0,64.0,7.0,1018.0,0,0,0,0
6,1,5,2,16.0,0,40.2,34.3,0.2,86.4,24.0,65.0,8.0,1018.0,0,0,0,0
0,0,5,2,12.0,0,45.6,37.8,0.2,73.0,22.0,72.0,9.0,1018.0,0,0,1,0
1,0,5,2,16.0,0,50.5,40.2,0.7,65.5,22.0,75.0,6.0,1016.0,0,0,1,0
2,0,5,2,22.0,0,58.2,45.8,0.8,56.7,23.0,75.0,7.0,1015.0,0,0,1,0
3,0,5,2,16.0,0,41.7,32.0,0.6,53.2,22.0,74.0,7.0,1016.0,0,0,0,0
4,0,6,3,11.0,0,36.3,30.2,0.6,71.3,23.0,62.0,10.0,1017.0,0,0,0,0
5,1,6,3,9.0,0,29.3,24.2,0.5,84.3,23.0,62.0,8.0,1017.0,0,0,0,0
6,1,6,3,9.0,0,29.7,24.3,0.5,91.0,24.0,60.0,6.0,1016.0,0,0,1,0
0,0,6,3,18.0,0,52.1,41.2,0.7,55.2,21.0,81.0,7.0,1011.0,0,0,1,0
1,0,6,3,16.0,0,39.6,32.3,0.7,63.5,23.0,68.0,8.0,1009.0,0,0,0,0
2,0,6,3,9.0,0,37.3,32.0,0.7,68.2,23.0,62.0,10.0,1013.0,0,0,0,0
3,0,6,3,8.0,0,33.8,29.1,0.6,71.2,23.0,61.0,9.0,1015.0,0,0,1,0
4,0,6,3,9.0,0,45.1,36.5,0.7,64.6,21.0,76.0,6.0,1013.0,0,0,1,0
5,1,6,3,8.0,0,36.9,29.2,0.6,69.1,23.0,67.0,9.0,1011.0,0,0,0,0
6,1,6,3,10.0,0,29.4,22.7,0.5,80.3,26.0,60.0,10.0,1011.0,0,0,0,0
0,0,6,3,15.0,0,56.3,44.0,0.6,63.6,25.0,67.0,6.0,1010.0,0,0,1,0
1,0,6,3,13.0,0,62.3,45.3,0.7,41.8,24.0,70.0,8.0,1006.0,0,0,1,0
2,0,6,3,8.0,0,46.9,36.5,0.7,47.2,21.0,78.0,7.0,1005.0,0,0,1,0
3,0,6,3,5.0,0,54.6,41.1,0.6,53.6,22.0,68.0,6.0,1008.0,0,0,1,0
4,0,6,3,9.0,0,53.1,41.9,0.6,71.9,23.0,61.0,10.0,1011.0,0,0,0,0
5,1,6,3,11.0,0,50.0,40.9,0.6,92.6,24.0,52.0,8.0,1012.0,0,0,0,0
6,1,6,3,15.0,0,40.6,31.9,0.6,110.2,25.0,55.0,6.0,1013.0,0,0,0,0
0,0,6,3,11.0,0,51.4,41.1,0.6,107.0,25.0,57.0,9.0,1016.0,0,0,1,0
1,0,6,3,13.0,0,63.0,50.3,0.7,95.6,26.0,56.0,8.0,1019.0,0,0,0,0
2,0,6,3,17.0,0,60.3,47.8,0.6,94.5,27.0,53.0,8.0,1019.0,0,0,0,0
3,0,6,3,17.0,0,57.1,44.6,0.6,105.0,26.0,62.0,5.0,1016.0,0,0,0,0
4,0,6,3,9.0,0,48.3,37.6,0.6,96.4,26.0,60.0,16.0,1012.0,0,0,0,0
5,1,6,3,8.0,0,39.4,30.5,0.5,91.2,24.0,46.0,11.0,1019.0,0,0,0,0
6,1,6,3,9.0,0,34.6,27.4,0.5,92.9,22.0,48.0,9.0,1017.0,0,0,0,0
0,0,6,3,10.0,0,49.8,39.3,0.7,80.7,22.0,58.0,12.0,1016.0,0,0,0,0
1,0,6,3,6.0,0,49.0,37.6,0.6,76.6,23.0,48.0,9.0,1018.0,0,0,0,0
2,0,6,3,13.0,0,59.8,46.4,0.6,84.1,24.0,50.0,9.0,1014.0,0,0,0,0
3,0,6,3,7.0,0,45.0,36.9,0.6,91.7,24.0,45.0,9.0,1011.0,0,0,0,0
1,0,7,3,13.0,0,43.8,41.5,0.9,64.3,26.0,63.0,7.0,1011.0,0,0,0,0
2,0,7,3,11.0,0,49.8,44.1,0.8,82.9,28.0,51.0,6.0,1013.0,0,0,0,0
3,0,7,3,11.0,0,48.3,44.2,0.8,99.2,27.0,51.0,7.0,1012.0,0,0,0,0
4,0,7,3,17.0,0,41.4,37.4,0.9,100.6,27.0,65.0,8.0,1012.0,0,0,1,0
5,1,7,3,11.0,0,41.5,37.4,0.9,88.9,21.0,83.0,8.0,1012.0,0,0,1,0
6,1,7,3,9.0,0,33.7,29.2,0.9,71.0,24.0,71.0,6.0,1010.0,1,0,1,0
0,0,7,3,10.0,0,42.3,38.3,0.8,83.2,25.0,67.0,7.0,1011.0,0,0,1,0
1,0,7,3,11.0,0,55.7,50.3,0.8,94.6,27.0,61.0,7.0,1013.0,0,0,0,0
2,0,7,3,9.0,0,54.5,49.6,0.8,100.3,27.0,60.0,6.0,1012.0,0,0,1,0
3,0,7,3,25.0,1,60.3,53.9,0.9,97.4,27.0,68.0,10.0,1011.0,0,0,1,0
4,0,7,3,11.0,0,48.4,43.9,0.8,105.1,26.0,70.0,7.0,1012.0,0,0,1,0
5,1,7,3,12.0,0,34.0,31.7,0.7,93.9,26.0,70.0,6.0,1011.0,0,0,1,0
6,1,7,3,13.0,0,33.3,31.2,0.7,88.3,26.0,67.0,5.0,1013.0,0,0,0,0
0,0,7,3,14.0,0,55.8,50.2,0.8,92.9,28.0,66.0,5.0,1014.0,0,0,0,0
1,0,7,3,17.0,0,59.6,54.6,0.8,98.1,29.0,66.0,5.0,1014.0,0,0,0,0
2,0,8,3,19.0,0,52.7,48.8,0.8,111.8,29.0,62.0,8.0,1015.0,0,0,1,0
3,0,8,3,12.0,0,54.2,49.4,0.8,87.3,27.0,63.0,9.0,1016.0,0,0,0,0
4,0,8,3,17.0,0,51.6,46.3,0.8,90.2,28.0,63.0,7.0,1017.0,0,0,0,0
5,1,8,3,15.0,0,36.6,34.1,0.7,107.0,29.0,63.0,8.0,1015.0,0,0,1,0
6,1,8,3,11.0,0,29.2,27.3,0.7,109.0,29.0,63.0,6.0,1015.0,0,0,1,0
0,0,8,3,15.0,0,40.6,36.6,0.7,104.4,29.0,65.0,7.0,1015.0,0,0,0,0
1,0,8,3,9.0,0,30.5,28.2,0.7,117.0,28.0,56.0,9.0,1014.0,0,0,1,0
2,0,8,3,6.0,0,34.7,31.8,0.7,88.6,28.0,64.0,7.0,1014.0,0,0,0,0
3,0,8,3,12.0,0,35.1,31.6,0.7,77.0,26.0,69.0,7.0,1016.0,0,0,1,0
4,0,8,3,9.0,0,27.4,24.9,0.7,81.2,26.0,67.0,6.0,1018.0,0,0,1,0
5,1,8,3,28.0,1,28.0,25.6,0.7,90.6,27.0,64.0,7.0,1017.0,0,0,1,0
6,1,8,3,13.0,0,26.1,23.7,0.7,82.4,25.0,71.0,10.0,1017.0,0,0,1,0
0,0,8,3,9.0,0,31.4,28.2,0.7,62.0,24.0,77.0,6.0,1013.0,0,0,1,0
1,0,8,3,8.0,0,31.2,27.2,0.7,59.2,23.0,73.0,5.0,1011.0,0,0,0,0
2,0,8,3,8.0,0,22.2,19.5,0.7,72.7,24.0,68.0,6.0,1016.0,0,0,1,0
3,0,8,3,10.0,0,33.7,29.6,0.7,74.4,25.0,61.0,8.0,1016.0,0,0,0,0
4,0,8,3,6.0,0,30.9,28.4,0.7,93.3,25.0,62.0,5.0,1014.0,0,0,0,0
5,1,8,3,5.0,0,32.6,29.7,0.7,89.3,26.0,64.0,5.0,1017.0,0,0,0,0
6,1,8,3,11.0,0,31.4,28.2,0.7,83.8,26.0,63.0,4.0,1018.0,0,0,0,0
0,0,8,3,13.0,0,34.5,30.9,0.7,86.2,29.0,52.0,6.0,1015.0,0,0,0,0
1,0,8,3,10.0,0,36.7,33.5,0.7,84.4,26.0,61.0,4.0,1016.0,0,0,0,0
2,0,8,3,8.0,0,40.4,36.9,0.8,102.4,27.0,61.0,5.0,1016.0,0,0,0,0
3,0,8,3,17.0,0,42.4,39.0,0.8,99.3,27.0,59.0,7.0,1013.0,0,0,1,0
4,0,8,3,16.0,0,45.2,39.6,0.8,100.8,26.0,61.0,7.0,1010.0,0,0,1,0
5,1,8,3,13.0,0,27.8,24.8,0.8,82.2,20.0,89.0,12.0,1008.0,0,0,1,0
6,1,8,3,9.0,0,28.3,23.5,0.8,68.0,20.0,72.0,9.0,1010.0,1,0,0,0
0,0,8,3,2.0,0,48.1,40.6,0.8,63.3,20.0,59.0,7.0,1016.0,0,0,0,0
1,0,8,3,12.0,0,69.2,59.0,0.9,68.7,22.0,68.0,4.0,1018.0,0,0,0,0
2,0,8,3,11.0,0,59.8,52.0,0.9,67.4,23.0,61.0,5.0,1016.0,0,0,0,0
3,0,8,3,14.0,0,48.5,43.0,0.9,95.4,25.0,64.0,6.0,1014.0,0,0,0,0
4,0,8,3,13.0,0,43.3,39.3,0.9,65.9,21.0,75.0,13.0,1014.0,0,0,1,0
5,1,9,4,7.0,0,36.8,31.2,0.9,51.3,19.0,86.0,5.0,1015.0,0,0,1,0
6,1,9,4,6.0,0,33.2,28.8,0.9,53.1,19.0,82.0,7.0,1016.0,0,0,1,0
0,0,9,4,6.0,0,45.2,34.4,0.9,26.1,21.0,72.0,6.0,1014.0,0,0,1,0
0,0,9,4,12.0,0,60.9,51.5,0.8,92.7,24.0,73.0,4.0,1021.0,0,0,0,0
2,0,9,4,27.0,1,66.3,57.4,0.9,79.9,24.0,73.0,4.0,1022.0,0,0,0,0
3,0,9,4,27.0,1,59.8,53.9,0.8,84.1,24.0,70.0,6.0,1015.0,0,0,1,0
4,0,9,4,18.0,0,59.9,44.2,0.7,65.9,24.0,73.0,6.0,1015.0,0,0,0,0
5,1,9,4,22.0,0,49.4,42.0,0.7,72.9,23.0,75.0,7.0,1019.0,0,0,0,0
6,1,9,4,24.0,0,38.5,34.5,0.7,77.0,24.0,72.0,8.0,1022.0,0,0,0,0
0,0,9,4,20.0,0,51.8,39.9,0.7,58.7,22.0,76.0,6.0,1021.0,0,0,0,0
1,0,9,4,26.0,1,62.7,48.6,0.8,53.6,23.0,76.0,4.0,1019.0,0,0,0,0
2,0,9,4,29.0,1,66.5,43.8,0.9,53.4,22.0,78.0,4.0,1019.0,1,0,0,0
3,0,9,4,30.0,1,93.4,76.1,0.9,55.0,23.0,73.0,4.0,1019.0,0,0,0,0
4,0,9,4,32.0,1,106.1,76.6,0.9,56.0,24.0,68.0,4.0,1015.0,1,0,0,0
5,1,9,4,18.0,0,50.7,40.2,0.7,83.4,25.0,66.0,6.0,1015.0,0,0,0,0
6,1,9,4,13.0,0,39.8,27.9,0.6,65.8,23.0,67.0,7.0,1017.0,0,0,0,0
0,0,9,4,7.0,0,55.7,34.1,0.6,55.0,24.0,50.0,17.0,1016.0,0,0,0,0
1,0,9,4,10.0,0,59.6,35.3,0.6,48.7,18.0,46.0,11.0,1031.0,0,0,0,0
2,0,9,4,10.0,0,62.3,39.5,0.6,51.4,15.0,51.0,9.0,1037.0,0,0,0,0
3,0,9,4,22.0,0,135.2,80.1,0.9,32.4,15.0,66.0,3.0,1030.0,1,0,0,0
4,0,9,4,21.0,0,192.1,98.8,1.3,25.1,17.0,67.0,4.0,1018.0,1,0,0,0
5,1,9,4,20.0,0,92.2,64.1,0.8,46.6,19.0,55.0,8.0,1018.0,0,0,0,0
6,1,9,4,11.0,0,45.2,30.2,0.6,61.4,18.0,55.0,8.0,1018.0,0,0,0,0
0,0,10,4,13.0,0,69.1,45.9,0.7,30.7,14.0,85.0,7.0,1010.0,0,0,1,0
1,0,10,4,6.0,0,71.5,45.7,0.8,36.2,14.0,72.0,5.0,1017.0,1,0,0,0
2,0,10,4,27.0,1,99.7,63.2,0.9,25.6,15.0,71.0,4.0,1021.0,0,0,0,0
3,0,10,4,38.0,1,116.4,68.3,1.0,23.9,17.0,68.0,5.0,1025.0,1,0,0,0
4,0,10,4,25.0,1,103.2,61.3,0.8,27.6,16.0,68.0,5.0,1023.0,1,0,1,0
5,1,10,4,33.0,1,73.4,50.1,0.8,28.0,17.0,77.0,5.0,1018.0,0,0,1,0
6,1,10,4,25.0,1,54.3,37.9,0.8,31.5,16.0,82.0,4.0,1014.0,1,0,0,0
0,0,10,4,32.0,1,83.8,54.1,0.8,30.8,18.0,75.0,4.0,1019.0,0,0,0,0
4,0,10,4,31.0,1,74.4,51.1,1.0,25.1,19.0,81.0,6.0,1025.0,0,0,1,0
5,1,10,4,48.0,1,101.9,56.2,1.0,23.5,16.0,88.0,4.0,1024.0,1,0,1,0
6,1,10,4,46.0,1,64.0,47.5,0.8,41.5,16.0,78.0,5.0,1020.0,1,0,1,0
0,0,10,4,42.0,1,78.3,52.1,0.9,41.3,17.0,75.0,7.0,1019.0,1,0,1,0
1,0,10,4,41.0,1,82.0,48.9,0.8,38.0,18.0,71.0,6.0,1020.0,0,0,0,0
2,0,10,4,48.0,1,98.5,58.0,1.0,19.7,18.0,75.0,4.0,1019.0,0,0,0,0
3,0,10,4,52.0,1,143.4,69.9,1.2,15.7,17.0,77.0,3.0,1017.0,0,0,0,0
4,0,10,4,39.0,1,121.3,66.8,1.0,17.2,17.0,79.0,4.0,1018.0,1,0,0,0
5,1,10,4,49.0,1,107.6,64.5,1.0,25.1,17.0,79.0,4.0,1022.0,1,0,0,0
6,1,10,4,51.0,1,84.0,46.8,0.8,34.0,15.0,79.0,11.0,1020.0,1,0,0,0
0,0,10,4,10.0,0,68.9,46.3,0.7,36.8,13.0,61.0,5.0,1023.0,0,0,0,0
1,0,10,4,27.0,1,106.5,63.0,0.9,17.8,12.0,71.0,5.0,1023.0,0,0,0,0
2,0,10,4,10.0,0,73.1,42.7,0.8,25.3,21.0,43.0,19.0,1012.0,0,0,0,0
3,0,10,4,38.0,1,76.2,49.7,0.8,25.7,17.0,71.0,9.0,1015.0,0,0,0,0
4,0,10,4,14.0,0,84.9,47.1,0.8,16.5,16.0,86.0,7.0,1013.0,0,0,1,0
5,1,10,4,16.0,0,54.3,33.1,0.6,20.0,15.0,94.0,14.0,1002.0,0,0,1,0
6,1,10,4,8.0,0,42.4,27.0,0.6,34.5,16.0,94.0,13.0,998.0,0,0,1,0
0,0,10,4,9.0,0,42.1,27.0,0.5,33.9,15.0,90.0,23.0,994.0,0,0,1,0
1,0,10,4,4.0,0,60.2,35.2,0.6,32.3,14.0,65.0,13.0,1006.0,0,0,0,0
2,0,10,4,11.0,0,93.2,46.7,0.8,12.2,13.0,79.0,10.0,1020.0,0,0,1,0
3,0,11,4,9.0,0,52.7,32.2,0.7,28.5,12.0,92.0,10.0,1017.0,0,0,1,0
4,0,11,4,13.0,0,101.5,42.8,1.0,3.6,13.0,95.0,4.0,1019.0,0,0,1,1
5,1,11,4,8.0,0,78.6,42.4,0.9,9.1,14.0,93.0,5.0,1022.0,1,0,1,1
6,1,11,4,12.0,0,76.5,35.1,0.9,7.9,15.0,89.0,5.0,1016.0,1,0,1,0
0,0,11,4,11.0,0,75.3,42.4,0.8,16.2,15.0,91.0,9.0,1014.0,0,0,1,0
1,0,11,4,10.0,0,60.5,36.8,0.7,19.0,16.0,90.0,16.0,1014.0,0,0,1,0
2,0,11,4,14.0,0,69.6,43.2,0.8,20.9,15.0,90.0,6.0,1016.0,0,0,1,0
3,0,11,4,16.0,0,94.7,55.1,0.9,12.1,14.0,92.0,5.0,1021.0,0,0,1,1
4,0,11,4,22.0,0,99.2,53.5,0.9,8.6,14.0,93.0,4.0,1019.0,0,0,1,1
5,1,11,4,27.0,1,85.0,39.5,0.8,11.4,13.0,95.0,10.0,1016.0,1,0,1,0
6,1,11,4,26.0,1,52.4,31.9,0.7,21.8,13.0,95.0,8.0,1020.0,0,0,1,0
0,0,11,4,14.0,0,87.1,43.3,1.0,6.5,14.0,96.0,5.0,1026.0,0,0,1,1
1,0,11,4,22.0,0,80.3,36.2,0.9,6.6,14.0,93.0,6.0,1027.0,1,0,1,0
2,0,11,4,32.0,1,116.4,48.8,0.9,3.9,14.0,94.0,5.0,1028.0,1,0,0,1
3,0,11,4,42.0,1,107.3,47.3,0.8,3.7,13.0,93.0,4.0,1026.0,1,0,0,1
4,0,11,4,22.0,0,76.8,41.0,0.6,14.8,11.0,73.0,11.0,1026.0,0,0,0,0
5,1,11,4,16.0,0,71.0,42.3,0.5,20.4,9.0,67.0,5.0,1026.0,0,0,0,0
6,1,11,4,11.0,0,53.6,35.0,0.5,33.3,6.0,63.0,6.0,1021.0,0,0,0,0
0,0,11,4,25.0,1,89.4,48.4,0.6,12.1,5.0,72.0,10.0,1010.0,0,0,1,0
1,0,11,4,24.0,0,83.7,39.8,0.7,11.9,5.0,91.0,6.0,1008.0,0,0,1,0
2,0,11,4,27.0,1,108.8,41.5,1.0,3.9,4.0,95.0,6.0,1014.0,1,0,1,0
3,0,11,4,34.0,1,151.1,53.7,1.0,3.4,9.0,90.0,3.0,1019.0,0,0,0,1
4,0,11,4,34.0,1,150.3,54.4,0.9,3.3,9.0,96.0,6.0,1021.0,0,0,1,0
5,1,11,4,12.0,0,75.7,41.6,0.8,8.5,9.0,95.0,6.0,1015.0,0,0,1,0
6,1,11,4,14.0,0,71.8,38.3,0.9,6.4,9.0,91.0,5.0,1008.0,0,0,1,1
0,0,11,4,19.0,0,88.0,44.4,0.9,10.1,10.0,87.0,6.0,1000.0,0,0,1,0
1,0,11,4,29.0,1,173.7,59.1,1.2,4.5,9.0,85.0,5.0,1008.0,0,0,0,0
2,0,11,4,31.0,1,203.5,63.7,1.2,7.2,6.0,81.0,4.0,1019.0,1,0,0,0
3,0,11,4,20.0,0,110.3,51.4,0.9,6.3,5.0,85.0,6.0,1025.0,1,0,0,0
4,0,11,4,44.0,1,122.8,51.4,1.1,4.3,3.0,92.0,4.0,1021.0,1,0,0,1
5,1,12,1,57.0,1,136.5,51.0,1.2,3.8,3.0,96.0,3.0,1020.0,1,0,0,1
2,0,12,1,60.0,1,246.3,68.4,1.7,4.0,6.0,90.0,5.0,1024.0,1,1,0,1
3,0,12,1,48.0,1,125.8,52.6,1.3,4.3,7.0,94.0,4.0,1024.0,1,0,0,1
4,0,12,1,70.0,1,243.4,64.6,1.7,3.3,5.0,100.0,4.0,1020.0,1,0,1,1
5,1,12,1,19.0,0,108.3,51.0,1.3,18.8,10.0,62.0,12.0,1013.0,0,0,1,0
6,1,12,1,27.0,1,90.8,50.3,1.2,9.1,7.0,75.0,8.0,1010.0,0,0,0,0
0,0,12,1,6.0,0,68.5,42.4,1.0,30.0,7.0,58.0,13.0,1015.0,0,0,0,0
1,0,12,1,12.0,0,125.8,57.9,1.2,20.4,7.0,56.0,9.0,1018.0,0,0,0,0
2,0,12,1,24.0,0,185.1,70.9,1.4,5.5,1.0,82.0,3.0,1019.0,0,0,0,0
3,0,12,1,21.0,0,106.0,55.6,1.1,9.4,2.0,72.0,4.0,1017.0,0,0,0,0
4,0,12,1,15.0,0,108.1,49.9,1.1,10.7,0.0,89.0,2.0,1017.0,0,0,0,0
5,1,12,1,50.0,1,163.7,60.7,1.6,6.5,-2.0,92.0,3.0,1019.0,1,0,0,1
6,1,12,1,66.0,1,138.2,58.7,1.5,3.9,1.0,87.0,3.0,1019.0,0,0,1,0
0,0,12,1,51.0,1,116.3,52.2,1.6,4.4,3.0,88.0,7.0,1022.0,0,0,0,0
1,0,12,1,68.0,1,210.9,59.7,1.9,3.1,0.0,100.0,6.0,1028.0,1,0,0,0
2,0,12,1,49.0,1,256.1,70.6,1.8,3.2,2.0,97.0,5.0,1024.0,1,1,1,1
3,0,12,1,29.0,1,102.1,55.0,1.5,5.7,3.0,93.0,7.0,1023.0,0,0,1,0
4,0,12,1,34.0,1,121.1,49.5,1.7,4.0,2.0,94.0,8.0,1026.0,1,0,0,0
5,1,12,1,34.0,1,125.1,51.4,1.9,4.3,5.0,90.0,6.0,1021.0,1,0,0,0
6,1,12,1,37.0,1,135.0,48.8,1.6,3.5,3.0,100.0,4.0,1023.0,1,0,0,1
0,0,12,1,34.0,1,152.9,48.2,1.9,6.0,5.0,90.0,10.0,1018.0,1,0,0,0
1,0,12,1,32.0,1,137.8,49.1,1.8,4.8,2.0,92.0,6.0,1029.0,1,0,0,0
2,0,12,1,38.0,1,83.8,37.5,1.5,4.9,1.0,100.0,7.0,1031.0,1,0,0,0
3,0,12,1,52.0,1,164.0,49.8,1.9,3.2,2.0,97.0,5.0,1028.0,1,0,0,1
4,0,12,1,58.0,1,227.5,65.2,2.2,3.2,3.0,91.0,3.0,1024.0,1,0,0,1
5,1,12,1,67.0,1,312.0,83.1,2.5,4.3,4.0,87.0,4.0,1026.0,1,0,0,0
6,1,12,1,47.0,1,174.6,63.2,2.0,9.5,5.0,76.0,10.0,1024.0,1,0,0,0
0,0,12,1,48.0,1,122.2,57.6,1.6,6.1,4.0,79.0,5.0,1026.0,1,0,0,0
1,0,1,1,65.0,1,98.6,47.3,1.8,5.1,3.0,97.0,7.0,1027.0,1,0,0,0
2,0,1,1,17.0,0,73.0,37.8,1.4,27.9,5.0,52.0,18.0,1020.0,1,0,0,0
3,0,1,1,12.0,0,96.8,51.7,1.4,23.2,3.0,43.0,7.0,1026.0,0,0,0,0
4,0,1,1,35.0,1,195.4,77.0,1.8,5.0,0.0,67.0,4.0,1028.0,0,0,0,0
5,1,1,1,55.0,1,233.3,82.1,2.1,5.5,1.0,74.0,4.0,1021.0,0,0,0,0
6,1,1,1,56.0,1,188.4,69.7,2.2,8.1,3.0,74.0,6.0,1019.0,1,0,0,0
0,0,1,1,77.0,1,187.5,69.5,2.3,5.7,2.0,87.0,5.0,1025.0,1,0,0,0
1,0,1,1,84.0,1,197.8,67.3,2.4,3.2,2.0,98.0,5.0,1017.0,1,0,0,1
2,0,1,1,24.0,0,91.8,45.2,1.7,20.3,6.0,53.0,18.0,1007.0,1,0,0,0
3,0,1,1,14.0,0,108.3,51.0,1.6,17.3,5.0,36.0,8.0,1011.0,0,0,0,0
4,0,1,1,24.0,0,168.7,61.9,1.9,9.3,1.0,56.0,4.0,1019.0,0,0,0,0
5,1,1,1,44.0,1,231.9,79.3,2.2,4.4,1.0,69.0,3.0,1018.0,0,0,0,0
6,1,1,1,60.0,1,204.9,73.4,2.5,3.9,2.0,77.0,5.0,1010.0,0,0,0,0
0,0,1,1,14.0,0,72.5,42.4,1.5,27.9,11.0,44.0,23.0,1005.0,0,0,0,0
1,0,1,1,17.0,0,150.3,62.0,0.9,16.7,6.0,49.0,7.0,1017.0,0,0,0,0
2,0,1,1,34.0,1,253.9,82.4,1.3,5.6,5.0,71.0,3.0,1019.0,0,0,1,0
3,0,1,1,41.0,1,108.2,49.0,0.8,9.4,6.0,96.0,5.0,1013.0,0,0,1,1
4,0,1,1,37.0,1,119.5,50.3,0.9,5.1,4.0,94.0,8.0,1012.0,1,1,0,0
5,1,1,1,18.0,0,53.6,33.8,0.5,26.6,4.0,74.0,6.0,1016.0,0,0,0,0
6,1,1,1,42.0,1,102.7,50.4,0.8,9.7,2.0,84.0,3.0,1015.0,1,1,0,0
0,0,1,1,39.0,1,175.0,65.6,1.2,4.5,1.0,86.0,4.0,1016.0,1,0,0,0
1,0,1,1,62.0,1,195.6,73.2,1.3,5.2,-1.0,89.0,3.0,1008.0,1,0,0,0
2,0,1,1,43.0,1,148.8,57.4,1.0,8.8,0.0,91.0,6.0,997.0,1,1,1,0
3,0,1,1,64.0,1,140.5,57.1,1.1,9.7,2.0,90.0,5.0,1000.0,1,0,1,1
4,0,1,1,50.0,1,212.5,71.4,1.3,6.1,0.0,84.0,4.0,1007.0,1,0,0,0
5,1,1,1,70.0,1,203.5,80.0,1.3,5.0,0.0,81.0,3.0,1010.0,1,0,0,0
6,1,1,1,64.0,1,89.2,54.4,0.9,4.6,1.0,87.0,5.0,1002.0,0,1,1,0
0,0,1,1,43.0,1,103.7,53.0,1.0,9.0,4.0,79.0,10.0,996.0,1,0,0,0
1,0,1,1,44.0,1,150.6,61.0,1.1,6.2,2.0,81.0,5.0,1005.0,1,0,0,0
2,0,1,1,25.0,1,92.9,51.3,0.8,8.3,3.0,90.0,7.0,1000.0,1,1,1,0
3,0,1,1,41.0,1,133.6,53.3,1.0,4.1,1.0,99.0,5.0,1002.0,1,0,1,1
4,0,2,1,26.0,1,128.9,58.6,1.1,6.1,1.0,99.0,4.0,999.0,0,1,1,1
5,1,2,1,32.0,1,115.1,52.9,1.1,4.2,3.0,96.0,7.0,997.0,0,0,1,0
6,1,2,1,29.0,1,91.7,46.2,1.1,6.9,4.0,94.0,5.0,1004.0,1,0,1,1
0,0,2,1,30.0,1,170.3,62.2,1.3,9.1,5.0,82.0,4.0,1022.0,1,0,0,0
2,0,2,1,44.0,1,244.1,85.3,1.8,5.9,6.0,75.0,3.0,1024.0,1,0,0,0
3,0,2,1,57.0,1,280.7,88.7,1.9,3.4,2.0,85.0,3.0,1019.0,1,0,0,0
4,0,2,1,59.0,1,347.3,102.6,2.2,4.0,4.0,78.0,3.0,1020.0,1,0,0,0
5,1,2,1,53.0,1,182.1,75.4,1.6,12.2,6.0,80.0,4.0,1019.0,1,0,0,0
6,1,2,1,62.0,1,87.5,51.6,1.4,5.3,7.0,93.0,5.0,1015.0,0,0,1,1
0,0,2,1,21.0,0,62.8,40.6,1.1,27.7,8.0,49.0,19.0,1013.0,0,0,0,0
1,0,2,1,12.0,0,81.8,48.3,1.1,32.2,10.0,32.0,15.0,1024.0,0,0,0,0
2,0,2,1,14.0,0,94.2,55.3,1.2,17.9,6.0,59.0,5.0,1034.0,0,0,0,0
3,0,2,1,45.0,1,189.7,74.8,1.7,12.7,6.0,69.0,5.0,1034.0,1,0,0,0
4,0,2,1,62.0,1,189.8,78.5,1.7,8.3,7.0,69.0,5.0,1031.0,0,0,0,0
5,1,2,1,74.0,1,138.2,69.0,1.6,12.0,7.0,74.0,4.0,1031.0,0,0,0,0
6,1,2,1,71.0,1,175.8,76.0,1.9,17.1,7.0,74.0,4.0,1027.0,1,0,0,0
0,0,2,1,41.0,1,88.9,57.9,1.4,38.6,9.0,69.0,7.0,1023.0,0,0,0,0
1,0,2,1,21.0,0,60.2,42.9,1.2,44.9,9.0,69.0,9.0,1022.0,0,0,0,0
2,0,2,1,53.0,1,106.0,55.7,1.4,18.5,7.0,85.0,5.0,1024.0,1,0,0,0
3,0,2,1,69.0,1,131.4,66.9,1.6,14.6,7.0,82.0,5.0,1027.0,1,0,0,0
4,0,2,1,63.0,1,122.6,63.5,1.6,18.0,11.0,66.0,7.0,1024.0,0,0,0,0
5,1,2,1,33.0,1,69.2,43.0,1.3,31.0,7.0,59.0,14.0,1033.0,0,0,0,0
6,1,2,1,21.0,0,58.6,42.6,1.2,35.4,5.0,51.0,5.0,1036.0,0,0,0,0
0,0,2,1,48.0,1,154.3,74.3,1.7,14.5,7.0,56.0,5.0,1033.0,0,0,0,0
1,0,2,1,39.0,1,182.7,78.5,2.0,13.1,10.0,58.0,4.0,1028.0,0,0,0,0
2,0,2,1,44.0,1,231.2,90.8,2.3,12.1,11.0,57.0,4.0,1024.0,0,0,0,0
3,0,2,1,42.0,1,121.5,57.9,1.7,31.0,11.0,67.0,10.0,1018.0,0,0,0,0
4,0,3,2,38.0,1,78.4,48.6,1.5,42.5,11.0,71.0,6.0,1012.0,1,0,0,0
5,1,3,2,34.0,1,99.6,61.3,1.6,20.5,10.0,63.0,4.0,1014.0,0,0,0,0
6,1,3,2,29.0,1,76.9,49.4,1.6,37.3,10.0,60.0,5.0,1017.0,0,0,0,0
